"metro","lat","long","country","capital","population","state"
"Bijāpur",16.8244,75.7154,"India","",1923791,""
"Pécs",46.0708,18.2331,"Hungary","admin",570184,""
"Yakeshi",49.2842,120.7283,"China","minor",273950,""
"Talca",-35.4269,-71.6656,"Chile","admin",566994,""
"Sidi Slimane",34.26,-5.93,"Morocco","",706029,""
"Gainesville",34.2903,-83.8301,"United States","",1030330,"GA"
"Ahmadnagar",19.0833,74.7333,"India","",2180193,""
"Marília",-22.2139,-49.9458,"Brazil","",376594,""
"Semey",50.4111,80.2275,"Kazakhstan","",341732,""
"Yingmen",39.83,97.73,"China","",73059,""
"Orël",52.9686,36.0694,"Russia","admin",462880,""
"Guarabira",-6.855,-35.49,"Brazil","",383361,""
"Antofagasta",-23.6464,-70.398,"Chile","admin",293882,""
"Infanta",14.7425,121.6494,"Philippines","",398968,""
"Mahbūbnagar",16.7333,77.9833,"India","",2467080,""
"Uzhhorod",48.6239,22.295,"Ukraine","admin",712404,""
"Perpignan",42.6986,2.8956,"France","minor",531611,""
"Brasschaat",51.2931,4.4894,"Belgium","",574692,""
"Goiana",-7.5608,-35.0028,"Brazil","",353142,""
"Nordhausen",51.505,10.7911,"Germany","minor",458127,""
"Mons",50.455,3.952,"Belgium","minor",490840,""
"Puerto Princesa",9.75,118.75,"Philippines","admin",301709,""
"Poltava",49.5744,34.5686,"Ukraine","admin",532263,""
"Kūstī",13.17,32.66,"Sudan","",1006155,""
"Nazrēt",8.55,39.2667,"Ethiopia","",1887026,""
"Sāmarrā’",34.194,43.875,"Iraq","minor",579528,""
"Kragujevac",44.0142,20.9394,"Serbia","admin",1110836,""
"Cosenza",39.3,16.25,"Italy","minor",653404,""
"Banja Luka",44.7667,17.1833,"Bosnia And Herzegovina","admin",506924,""
"Limbe",4.0167,9.2167,"Cameroon","",499471,""
"Andong",36.5656,128.725,"South Korea","admin",440136,""
"Terni",42.5667,12.65,"Italy","minor",458803,""
"Trichūr",10.52,76.21,"India","",4622125,""
"Bacău",46.5833,26.9167,"Romania","admin",708114,""
"Serpukhov",54.9167,37.4,"Russia","",555523,""
"Dunkerque",51.0383,2.3775,"France","minor",525434,""
"Alwar",27.5667,76.6167,"India","",3985230,""
"Qostanay",53.2144,63.6246,"Kazakhstan","admin",419776,""
"Presidente Prudente",-22.1258,-51.3889,"Brazil","",424624,""
"Clarington",43.935,-78.6083,"Canada","",282318,""
"Hakodate",41.7686,140.7289,"Japan","",401875,""
"Botolan",15.2896,120.0245,"Philippines","",357973,""
"Buôn Ma Thuột",12.6667,108.05,"Vietnam","admin",1659584,""
"Hospet",15.2667,76.4,"India","",1700950,""
"Nitra",48.3147,18.0875,"Slovakia","admin",780293,""
"Chernihiv",51.4939,31.2947,"Ukraine","admin",467974,""
"Smolensk",54.7828,32.0453,"Russia","admin",414201,""
"Passo Fundo",-28.2628,-52.4069,"Brazil","",415030,""
"Nandyāl",15.5204,78.48,"India","",1173192,""
"Guadalupe",22.7528,-102.5078,"Mexico","minor",632765,""
"Taza",34.2144,-4.0088,"Morocco","",539652,""
"Ismailia",30.5833,32.2667,"Egypt","admin",1200199,""
"Sonsonate",13.7167,-89.7167,"El Salvador","admin",472695,""
"Odessa",31.8831,-102.3406,"United States","",307065,"TX"
"Angers",47.4736,-0.5542,"France","minor",745716,""
"Tours",47.3936,0.6892,"France","minor",709021,""
"Gießen",50.5833,8.6667,"Germany","minor",339429,""
"Delicias",28.1931,-105.4717,"Mexico","minor",257267,""
"Abhā",18.2167,42.5,"Saudi Arabia","admin",820488,""
"Bergen",60.3925,5.3233,"Norway","admin",443495,""
"Bragança Paulista",-22.9189,-46.5425,"Brazil","",362337,""
"Shizhaobi",23.921,115.7774,"China","",1403116,""
"Székesfehérvár",47.2,18.4167,"Hungary","admin",566066,""
"Khrustalnyi",48.1214,38.9453,"Ukraine","",562948,""
"Podgorica",42.4397,19.2661,"Montenegro","primary",568732,""
"Lorient",47.75,-3.36,"France","minor",656291,""
"Hindupur",13.83,77.49,"India","",1649643,""
"Muzaffarpur",26.12,85.3833,"India","",11131665,""
"Serrinha",-11.6639,-39.0078,"Brazil","",266012,""
"Hangu",39.232,117.777,"China","",310193,""
"Wad Medani",14.4,33.51,"Sudan","admin",2029489,""
"Sousa",-6.7608,-38.2308,"Brazil","",372861,""
"Albstadt",48.2119,9.0239,"Germany","",505827,""
"Marabá",-5.3689,-49.1178,"Brazil","",364658,""
"Samsun",41.2867,36.33,"Turkey","admin",1032391,""
"Mossoró",-5.1878,-37.3439,"Brazil","",423624,""
"Kendari",-3.9675,122.5947,"Indonesia","admin",774081,""
"Jaú",-22.2958,-48.5578,"Brazil","",302458,""
"Aqtaū",43.6525,51.1575,"Kazakhstan","admin",295422,""
"Guantánamo",20.1383,-75.2061,"Cuba","admin",226905,""
"Lafia",8.5,8.5167,"Nigeria","admin",1226053,""
"Thái Nguyên",21.6,105.85,"Vietnam","admin",1679669,""
"Abaetetuba",-1.7178,-48.8828,"Brazil","",242451,""
"Saint-Étienne",45.4347,4.3903,"France","minor",484876,""
"Catanzaro",38.91,16.5875,"Italy","admin",379900,""
"Patiāla",30.3204,76.385,"India","",2916566,""
"Punto Fijo",11.7167,-70.1833,"Venezuela","minor",354867,""
"Hickory",35.7425,-81.323,"United States","",552937,"NC"
"College Station",30.5852,-96.296,"United States","",322772,"TX"
"Saugor",23.83,78.71,"India","",2265319,""
"Białystok",53.1167,23.1667,"Poland","admin",569821,""
"Bila Tserkva",49.7956,30.1167,"Ukraine","minor",488783,""
"Klerksdorp",-26.8667,26.6667,"South Africa","",542789,""
"Ulanhot",46.0726,122.0719,"China","",583103,""
"Yakutsk",62.0272,129.7319,"Russia","admin",326521,""
"Hulin",45.7671,132.9646,"China","minor",343197,""
"Vũng Tàu",10.4042,107.1417,"Vietnam","admin",1453683,""
"Orléans",47.9025,1.909,"France","admin",621538,""
"Malita",6.4,125.6,"Philippines","admin",211563,""
"Boa Vista",2.82,-60.6719,"Brazil","admin",405137,""
"Jagna",9.65,124.3667,"Philippines","",274614,""
"Temuco",-38.7399,-72.5901,"Chile","admin",614179,""
"Pucallpa",-8.3833,-74.55,"Peru","admin",423368,""
"Santo Domingo de los Colorados",-0.2542,-79.1719,"Ecuador","admin",703291,""
"Aïn Beïda",35.7964,7.3928,"Algeria","",836367,""
"Santarém",-2.4428,-54.7078,"Brazil","",297065,""
"Crato",-7.4639,-63.04,"Brazil","",45935,""
"Montgomery",32.3473,-86.2666,"United States","admin",400006,"AL"
"Manama",26.225,50.5775,"Bahrain","primary",1362846,""
"Kuching",1.5397,110.3542,"Malaysia","admin",989867,""
"Sergiyev Posad",56.3,38.1333,"Russia","",467721,""
"Drohobych",49.35,23.5,"Ukraine","minor",635966,""
"Abakan",53.7167,91.4167,"Russia","admin",398693,""
"Baní",18.29,-70.33,"Dominican Republic","minor",282582,""
"Khénifra",32.93,-5.66,"Morocco","",433179,""
"Gonder",12.6,37.4667,"Ethiopia","",1912233,""
"Nizhnevartovsk",60.9389,76.595,"Russia","",331468,""
"Mekele",13.4969,39.4769,"Ethiopia","admin",1495265,""
"Sannai",24.16,80.83,"India","",2376129,""
"Chicacole",18.3,83.9,"India","",2142759,""
"Kurgan",55.4408,65.3411,"Russia","admin",407871,""
"Oktyabr’skiy",54.4833,53.4833,"Russia","",445432,""
"Windhoek",-22.57,17.0836,"Namibia","primary",460571,""
"Atyraū",47.1167,51.8833,"Kazakhstan","admin",358910,""
"Minna",9.6139,6.5569,"Nigeria","admin",1153162,""
"Vlorë",40.45,19.4833,"Albania","admin",366333,""
"Caraguatatuba",-23.62,-45.4128,"Brazil","",359897,""
"Sukabumi",-6.9197,106.9272,"Indonesia","",4519679,""
"Menongue",-14.6556,17.6842,"Angola","admin",211426,""
"Reims",49.2628,4.0347,"France","minor",616792,""
"Dayr az Zawr",35.3333,40.15,"Syria","admin",562205,""
"Shāhjānpur",27.8804,79.905,"India","",5148847,""
"Jūnāgadh",21.52,70.47,"India","",2238265,""
"Anchorage",61.1508,-149.1091,"United States","",316506,"AK"
"Guihulñgan",10.1167,123.2667,"Philippines","",299866,""
"Marsala",37.7981,12.4342,"Italy","",361979,""
"Öskemen",49.99,82.6149,"Kazakhstan","admin",369031,""
"Catanduva",-21.1378,-48.9728,"Brazil","",373009,""
"Kherson",46.6333,32.6,"Ukraine","admin",541213,""
"Zalantun",48.0033,122.7365,"China","minor",412965,""
"Cherepovets",59.1333,37.9167,"Russia","",397274,""
"Katsina",12.9889,7.6008,"Nigeria","admin",2432356,""
"Iguatu",-6.3589,-39.2989,"Brazil","",317670,""
"Imperatriz",-5.5258,-47.4758,"Brazil","",426381,""
"Gorgān",36.83,54.48,"Iran","admin",1085814,""
"Brest",48.39,-4.49,"France","minor",586365,""
"Bandar-e Būshehr",28.9667,50.8333,"Iran","admin",392660,""
"Kremenchuk",49.0775,33.4239,"Ukraine","minor",488935,""
"Hyères",43.1199,6.1316,"France","",537079,""
"Port Moresby",-9.4789,147.1494,"Papua New Guinea","primary",482088,""
"Sumy",50.9068,34.7992,"Ukraine","admin",488663,""
"Boaco",12.4667,-85.6667,"Nicaragua","admin",235728,""
"Cirebon",-6.7167,108.5667,"Indonesia","",5640272,""
"Yonezawa",37.9167,140.1167,"Japan","",366027,""
"Bor",6.2167,31.55,"South Sudan","admin",308578,""
"Cà Mau",9.1833,105.15,"Vietnam","admin",1848145,""
"Trà Vinh",9.9369,106.3411,"Vietnam","admin",1937675,""
"Nakhon Pathom",13.8194,100.0581,"Thailand","admin",1573680,""
"Yakou",33.2937,113.5203,"China","minor",736424,""
"Erie",42.1168,-80.0733,"United States","",322656,"PA"
"Mingəçevir",40.77,47.0489,"Azerbaijan","admin",698779,""
"Abbottabad",34.15,73.2167,"Pakistan","minor",3884951,""
"Florencia",1.6142,-75.6117,"Colombia","admin",339251,""
"Guaymas",28.1667,-110.6667,"Mexico","",202720,""
"Innsbruck",47.2683,11.3933,"Austria","admin",591068,""
"Khmelnytskyi",49.42,27,"Ukraine","admin",592667,""
"Conselheiro Lafaiete",-20.66,-43.7858,"Brazil","",439553,""
"Huozhou",36.5726,111.7176,"China","",550095,""
"Pinrang",-3.7857,119.6522,"Indonesia","minor",1106914,""
"Barinas",8.6226,-70.2075,"Venezuela","admin",705444,""
"Surubim",-7.8319,-35.7558,"Brazil","",396272,""
"Sarajevo",43.8563,18.4132,"Bosnia And Herzegovina","primary",670493,""
"Pato Branco",-26.2289,-52.6708,"Brazil","",348557,""
"Quy Nhơn",13.7696,109.2314,"Vietnam","admin",1212897,""
"Santander",43.4628,-3.805,"Spain","admin",468526,""
"Sambalpur",21.4704,83.9701,"India","",2063643,""
"Haeju",38.0333,125.7167,"North Korea","admin",1530040,""
"Mandi Bahauddin",32.5861,73.4917,"Pakistan","minor",4514298,""
"Staryy Oskol",51.2981,37.835,"Russia","",454044,""
"Barretos",-20.5569,-48.5678,"Brazil","",313829,""
"Kluang",2.0336,103.3194,"Malaysia","",810409,""
"Bhuj",23.2504,69.81,"India","",1373324,""
"Caltanissetta",37.4915,14.0624,"Italy","minor",384487,""
"Ternate",0.7833,127.3667,"Indonesia","",434632,""
"Cawayan",12.0333,123.6833,"Philippines","",520547,""
"Montelíbano",7.9711,-75.4181,"Colombia","minor",389107,""
"Maicao",11.3778,-72.2414,"Colombia","minor",500919,""
"Bharatpur",27.2172,77.49,"India","",3349696,""
"Plzeň",49.7414,13.3825,"Czechia","admin",628046,""
"Petrozavodsk",61.7833,34.35,"Russia","admin",305922,""
"Sibiu",45.8,24.15,"Romania","admin",469661,""
"Nakuru",-0.2833,36.0667,"Kenya","admin",2402930,""
"Sariwŏn",38.5039,125.7589,"North Korea","admin",915056,""
"Mati",6.95,126.2333,"Philippines","admin",416661,""
"Matão",-21.6033,-48.3658,"Brazil","",382003,""
"Târgu-Mureş",46.5497,24.5597,"Romania","admin",577423,""
"Dijon",47.3167,5.0167,"France","admin",589384,""
"Senhor do Bonfim",-10.4628,-40.1908,"Brazil","",248485,""
"Hisar",29.1489,75.7367,"India","",2900461,""
"Dundee",56.462,-2.9707,"United Kingdom","",403845,""
"Gombe",10.2904,11.17,"Nigeria","admin",1883954,""
"Mérida",8.5833,-71.1333,"Venezuela","admin",546908,""
"Itabira",-19.6189,-43.2269,"Brazil","",333860,""
"Wuling",39.4421,114.23,"China","minor",834786,""
"Iquique",-20.2141,-70.1524,"Chile","admin",287450,""
"Santa Cruz do Sul",-29.7178,-52.4258,"Brazil","",380278,""
"Ciudad Victoria",23.7333,-99.1333,"Mexico","admin",421478,""
"San Andrés Tuxtla",18.4487,-95.2126,"Mexico","minor",413774,""
"Zoumi",34.8,-5.35,"Morocco","",609394,""
"Santana do Ipanema",-9.3778,-37.245,"Brazil","",335346,""
"Arcoverde",-8.4189,-37.0539,"Brazil","",296294,""
"Bassano del Grappa",45.7667,11.7342,"Italy","",618141,""
"Lincoln",40.809,-96.6788,"United States","admin",342548,"NE"
"Quevedo",-1.0333,-79.45,"Ecuador","",734957,""
"Wollongong",-34.4331,150.8831,"Australia","",394105,""
"Puerto Barrios",15.73,-88.6,"Guatemala","admin",327467,""
"Alessandria",44.9133,8.62,"Italy","minor",488089,""
"Central Coast",-33.3,151.2,"Australia","",326261,""
"El Tigre",8.8858,-64.2611,"Venezuela","minor",416345,""
"Schwäbisch Hall",49.1122,9.7375,"Germany","minor",555365,""
"Sucre",-19.0431,-65.2592,"Bolivia","primary",391116,""
"Chaguanas",10.5144,-61.4075,"Trinidad And Tobago","admin",1289097,""
"Nyanza",-2.3496,29.74,"Rwanda","admin",2439383,""
"Virac",13.5833,124.2333,"Philippines","admin",300816,""
"Gera",50.8782,12.0824,"Germany","minor",433783,""
"Qianzhou",28.3185,109.7318,"China","minor",1464844,""
"Passau",48.5667,13.4667,"Germany","minor",628440,""
"Urganch",41.5345,60.6249,"Uzbekistan","admin",2297394,""
"Santa Maria",-29.6839,-53.8069,"Brazil","",349114,""
"Limassol",34.675,33.0443,"Cyprus","admin",243172,""
"Idlib",35.9333,36.6333,"Syria","admin",666894,""
"Catape",-13.7667,15.0833,"Angola","",400449,""
"Burgas",42.503,27.4702,"Bulgaria","admin",377161,""
"El Carmen de Bolívar",9.7183,-75.1225,"Colombia","minor",254532,""
"Tsuruoka",38.7217,139.8217,"Japan","",377349,""
"Dipalpur",30.6708,73.6533,"Pakistan","",3816372,""
"Tyre",33.2667,35.2,"Lebanon","minor",963243,""
"Jember",-8.1727,113.6873,"Indonesia","minor",3772112,""
"Uppsala",59.8498,17.6389,"Sweden","admin",300827,""
"Al Kharj",24.1556,47.312,"Saudi Arabia","",469390,""
"Pekalongan",-6.8883,109.6753,"Indonesia","",3345021,""
"Kashikishi",-9.3172,28.7331,"Zambia","",595604,""
"Stavanger",58.9701,5.7333,"Norway","admin",370864,""
"Basīrhat",22.6572,88.8942,"India","",2195736,""
"Komsomol’sk-na-Amure",50.55,137,"Russia","minor",329712,""
"Sete Lagoas",-19.4658,-44.2469,"Brazil","",360834,""
"Radom",51.4036,21.1567,"Poland","minor",812672,""
"Oulu",65.0142,25.4719,"Finland","admin",265989,""
"Khŭjand",40.2833,69.6167,"Tajikistan","admin",1148741,""
"Ijuí",-28.3878,-53.915,"Brazil","",302217,""
"Al Bayḑā’",32.7628,21.755,"Libya","admin",8271,""
"Obihiro",42.9236,143.1967,"Japan","",313012,""
"Vila Teixeira da Silva",-12.1958,15.8556,"Angola","",214631,""
"Płock",52.55,19.7,"Poland","minor",695309,""
"Kelowna",49.8881,-119.4956,"Canada","",308567,""
"Āīzawl",23.7333,92.7167,"India","admin",644978,""
"Atbara",17.7167,33.9833,"Sudan","",639237,""
"São Bento do Sul",-26.25,-49.3789,"Brazil","",268690,""
"Aurich",53.4714,7.4836,"Germany","minor",374670,""
"Thiès",14.7833,-16.9167,"Senegal","admin",1607148,""
"Medford",42.3372,-122.8537,"United States","",285006,"OR"
"Ica",-14.0667,-75.7333,"Peru","admin",402922,""
"Lubbock",33.5659,-101.8878,"United States","",336937,"TX"
"Pesaro",43.9102,12.9133,"Italy","minor",507032,""
"Qarshi",38.8667,65.8,"Uzbekistan","admin",1391786,""
"Burlington",44.4877,-73.2314,"United States","",318064,"VT"
"Klagenfurt",46.6167,14.3,"Austria","admin",496019,""
"Payakumbuh",-0.2244,100.6325,"Indonesia","",1461100,""
"Ereğli",41.2583,31.425,"Turkey","minor",635505,""
"Concordia",-31.3922,-58.0169,"Argentina","minor",334393,""
"Myingyan",21.4618,95.3914,"Myanmar","",1485198,""
"Batna",35.55,6.1667,"Algeria","admin",1191312,""
"Tāluqān",36.7167,69.5167,"Afghanistan","admin",1003821,""
"Maradi",13.5,7.1,"Niger","admin",1065076,""
"Koch Bihār",26.3167,89.4333,"India","",4802961,""
"Mococa",-21.4678,-47.0047,"Brazil","",318595,""
"Fargo",46.8652,-96.8292,"United States","",236636,"ND"
"Baia Mare",47.6597,23.5819,"Romania","admin",672759,""
"Penedo",-10.29,-36.5858,"Brazil","",290245,""
"Nakhon Ratchasima",14.9736,102.0831,"Thailand","admin",1199466,""
"Kayapınar",37.94,40.19,"Turkey","minor",1428307,""
"Machilīpatnam",16.1875,81.1389,"India","",722226,""
"Saraburi",14.5286,100.9114,"Thailand","admin",1938136,""
"Tianguá",-3.7319,-40.9919,"Brazil","",342663,""
"Győr",47.6842,17.6344,"Hungary","admin",429503,""
"Sekondi",4.9433,-1.704,"Ghana","admin",1304542,""
"Korhogo",9.4578,-5.6294,"Côte d'Ivoire","admin",799556,""
"Zlín",49.2331,17.6669,"Czechia","admin",460506,""
"West Palm Beach",26.7468,-80.1316,"United States","",328417,"FL"
"Gangneung",37.7556,128.8961,"South Korea","minor",368716,""
"Poprad",49.05,20.3,"Slovakia","minor",607001,""
"Zielona Góra",51.9397,15.505,"Poland","admin",614355,""
"Coro",11.395,-69.6816,"Venezuela","admin",366430,""
"Piedras Negras",28.7,-100.5231,"Mexico","minor",276804,""
"Bago",17.3433,96.4981,"Myanmar","admin",1126074,""
"Aberdeen",57.15,-2.11,"United Kingdom","",447533,""
"Tekirdağ",40.9833,27.5167,"Turkey","admin",743368,""
"Santa Barbara",34.4285,-119.7202,"United States","",184908,"CA"
"Jining",41.03,113.08,"China","",830304,""
"Most",50.5031,13.6367,"Czechia","",420103,""
"Chuncheon",37.8747,127.7342,"South Korea","admin",397629,""
"Banská Bystrica",48.7353,19.1453,"Slovakia","admin",443614,""
"Passos",-20.7189,-46.61,"Brazil","",287537,""
"Jalālābād",34.4303,70.4528,"Afghanistan","admin",2238646,""
"Formia",41.2564,13.6069,"Italy","",396246,""
"Bragança",-1.0628,-46.7728,"Brazil","",300314,""
"Tallahassee",30.4551,-84.2526,"United States","admin",422873,"FL"
"Sumbe",-11.2052,13.8417,"Angola","admin",265212,""
"Djelfa",34.6667,3.25,"Algeria","admin",598434,""
"Tiraspol",46.85,29.6333,"Moldova","admin",499693,""
"Kropyvnytskyi",48.5103,32.2667,"Ukraine","admin",427722,""
"Palimbang",6.2167,124.2,"Philippines","",386150,""
"Monkayo",7.8167,126.05,"Philippines","minor",335203,""
"Muncie",40.1989,-85.395,"United States","",367407,"IN"
"Paulo Afonso",-9.4078,-38.2219,"Brazil","",290388,""
"Valence",44.9333,4.8917,"France","minor",525750,""
"Barrancabermeja",7.0675,-73.8472,"Colombia","minor",297454,""
"Oral",51.2225,51.3725,"Kazakhstan","admin",341960,""
"Helong",42.5404,129.0039,"China","minor",275826,""
"Shaowu",27.3417,117.4869,"China","minor",575718,""
"George",-33.9667,22.45,"South Africa","",380194,""
"Kunduz",36.728,68.8725,"Afghanistan","admin",640262,""
"Kostroma",57.7667,40.9333,"Russia","admin",347678,""
"Hasselt",50.9305,5.3385,"Belgium","minor",190351,""
"Việt Trì",21.3136,105.3947,"Vietnam","admin",1615467,""
"Funchal",32.65,-16.9167,"Portugal","admin",278800,""
"Fairfield",38.2592,-122.0324,"United States","",251618,"CA"
"Utica",43.0961,-75.226,"United States","",290008,"NY"
"Namacunde",-17.3,15.85,"Angola","",677119,""
"Muriaé",-21.1308,-42.3658,"Brazil","",352153,""
"Mostaganem",35.9333,0.0903,"Algeria","admin",1250781,""
"Tegal",-6.8667,109.1333,"Indonesia","",2614042,""
"Saskatoon",52.1333,-106.6833,"Canada","",295034,""
"Bole",44.898,82.0726,"China","",328401,""
"Jilotepec",19.9519,-99.5328,"Mexico","minor",964444,""
"Hammamet",36.4167,10.6,"Tunisia","",484885,""
"Rio Real",-11.4833,-37.9344,"Brazil","",282945,""
"Salina Cruz",16.1949,-95.2151,"Mexico","",371274,""
"Singkawang",0.9,108.9833,"Indonesia","",766729,""
"Mbandaka",0.0486,18.2603,"Congo (Kinshasa)","admin",454991,""
"Camamu",-13.945,-39.1039,"Brazil","",254705,""
"Nassau",25.0667,-77.3333,"The Bahamas","primary",275610,""
"Rancagua",-34.1654,-70.7398,"Chile","admin",619086,""
"Ratlām",23.3167,75.0667,"India","",2225106,""
"Yoshkar-Ola",56.6328,47.8958,"Russia","admin",378336,""
"Banda Aceh",5.55,95.3175,"Indonesia","admin",687141,""
"Gandía",38.9667,-0.1833,"Spain","",529812,""
"Palmas",-10.2128,-48.3603,"Brazil","admin",378015,""
"Majene",-3.5336,118.966,"Indonesia","minor",596714,""
"Sorong",-0.8667,131.25,"Indonesia","",394089,""
"Gaborone",-24.6569,25.9086,"Botswana","primary",713041,""
"Dhamār",14.55,44.4017,"Yemen","admin",1995971,""
"San José del Cabo",23.0614,-109.7081,"Mexico","minor",456424,""
"Dongning",44.0608,131.1187,"China","minor",494624,""
"Bongao",5.0292,119.7731,"Philippines","admin",201984,""
"Maykop",44.6,40.0833,"Russia","admin",552105,""
"San Luis de la Paz",21.3,-100.5167,"Mexico","minor",558073,""
"Bamenda",5.9333,10.1667,"Cameroon","admin",1201203,""
"Pagbilao",13.972,121.687,"Philippines","",379565,""
"Kadiri",14.12,78.17,"India","",786233,""
"Handwāra",34.4,74.28,"India","",1644818,""
"Deo",24.6561,84.4356,"India","",4230649,""
"Stara Zagora",42.4257,25.6346,"Bulgaria","admin",426862,""
"Al Hoceïma",35.2472,-3.9322,"Morocco","",380914,""
"Yanbu‘",24.0943,38.0493,"Saudi Arabia","",257687,""
"Tshikapa",-6.4167,20.8,"Congo (Kinshasa)","",1315477,""
